author,desc,genre,img,release,score,time,title
Steven Spielberg,"2045. Le monde est au bord du chaos. Les êtres humains se réfugient dans l'OASIS, univers virtuel mis au point par le brillant et excentrique James Halliday. Avant de disparaître, celui-ci a décidé de léguer son immense fortune à quiconque découvrira l'œuf de Pâques numérique qu'il a pris soin de dissimuler dans l'OASIS.","Action,Science Fiction","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,0,4,2",2h 20min,Ready Player One
Jules Dassin,Londres. Un petit escroc veut organiser de grands combats de catch. Il se heurte au chef de gang qui a un contrôle absolu sur ces manifestations. C'est alors une course folle dans les bas-fonds de Londres.,"Policier,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",26 octobre 2005,"4,2,--",1h 35min,Les Forbans de la nuit
Joseph L. Mankiewicz,"Au début du siècle, Lucy Muir achète une étrange maison sur la côte anglaise. Etrange en effet, car la demeure est occupée par son ancien propriétaire, le capitaine Gregg. Enfin, par son fantôme...","Drame,Fantastique,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",22 octobre 2014,"5,0,4,2",1h 44min,L'Aventure de Mme Muir
Matthew Warchus,,"Comédie,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,7,4,2",2h 00min,Pride
Michael Curtiz,"Mildred Pierce est interrogée par la police après la mort de son second mari. Elle revient alors sur sa vie, de son premier mariage à ses efforts pour satisfaire les besoins de sa fille.","Policier,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",17 mai 2006,"4,5,4,2",1h 51min,Le Roman de Mildred Pierce
Wes Anderson,"Le film retrace les aventures de Gustave H, l’homme aux clés d’or d’un célèbre hôtel européen de l’entre-deux-guerres et du garçon d’étage Zéro Moustafa, son allié le plus fidèle.","Comédie,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,5,4,2",1h 40min,The Grand Budapest Hotel
Franklin J. Schaffner,"Henri ""Papillon"" Charrière, un malfrat de petite envergure, est jugé à tort pour un meurtre qu'il n'a pas commis. Celui-ci est condamné à vie dans une prison d'une colonie française : le bagne de Cayenne.","Aventure,Biopic,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,0,4,3",2h 25min,Papillon
Yasujirô Ozu,"Noriko, une jeune femme âgée d’une vingtaine d’années, vit avec son père veuf, Shukichi. Alors que Noriko s'apprête à s'installer seule, père et fille décident de faire un dernier voyage ensemble…",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",31 juillet 2019,"4,3,--",1h 48min,Printemps tardif
Douglas Sirk,"1944. Alors qu'il revient dans sa ville natale pour une permission, Ernst Graeber, jeune soldat allemand envoyé sur le front russe, rencontre Elisabeth Kruse, dont il tombe amoureux. Mais la guerre qui continue va bouleverser leur histoire...","Drame,Historique,Guerre","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",14 août 2019,"4,7,4,3",2h 13min,Le Temps d'aimer et le temps de mourir
Ernst Lubitsch,"Chez Matuschek et Cie, une grande boutique de maroquinerie, le jeune Alfred Kralik, l'adjoint du patron, et Klara Novak, une nouvelle employée, vont échanger une correspondance amoureuse, sans savoir qui ils sont, à l'aide de petites annonces.","Comédie,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",22 septembre 2010,"4,0,4,3",1h 37min,Rendez-vous
Henri-Georges Clouzot,"Dans une institution destinée à l'éducation des jeunes garçons, Christina et Nicole, respectivement épouse et maîtresse du directeur Michel Delasalle, s'associent afin d'assassiner l'homme qu'ells ont fini par haïr. Mais quelques jours après leur méfait, le corps de Michel disparaît...","Drame,Epouvante-horreur,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",8 novembre 2017,"4,3,--",1h 57min,Les Diaboliques
Taichi Ishidate,"Violet Evergarden est toujours incapable d'oublier Gilbert, son ancien supérieur hiérarchique. Un jour, alors qu'elle reçoit une demande d'un jeune client, CH Postal découvre une lettre sans adresse dans leur entrepôt.","Animation,Drame,Fantastique","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"2,7,4,3",2h 21min,Violet Evergarden - le film
Billy Wilder,"Deux musiciens de jazz au chômage, mêlés involontairement à un règlement de comptes entre gangsters, se transforment en musiciennes pour leur échapper. Ils partent en Floride avec un orchestre féminin. Ils tombent amoureux d'une ravissante créature.","Comédie,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",16 janvier 2019,"3,2,4,2",2h 01min,Certains l'aiment chaud
Raoul Walsh,"Comment, dans les années 1880, le jeune Jim Corbett va devenir Gentleman Jim et donner à la boxe ses lettres de noblesse.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",4 octobre 2006,"4,2,--",1h 44min,Gentleman Jim
James Marsh,"1963, en Angleterre, Stephen, brillant étudiant en Cosmologie à l’Université de Cambridge, entend bien donner une réponse simple et efficace au mystère de la création de l’univers. De nouveaux horizons s’ouvrent quand il tombe amoureux d’une étudiante en art, Jane Wilde.","Biopic,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,3,4,2",2h 03min,Une merveilleuse histoire du temps
Park Chan-Wook,"Fin des années 80. Un père de famille est enlevé sans raison et séquestré dans une cellule. Il apprend par la télévision de sa cellule qu'il est accusé du meurtre de sa femme. Relâché 15 ans plus tard, il est contacté par celui qui l'avait enlevé.","Action,Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,0,4,2",1h 59min,Old Boy
None,"Corée. Années 30, pendant la colonisation japonaise. Une jeune femme est engagée comme servante d’une riche japonaise, vivant recluse dans un immense manoir sous la coupe d’un oncle tyrannique. Mais Sookee a un secret.","Drame,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,8,4,2",2h 31min,Mademoiselle
Sion Sono,"Fils d’un prêtre respecté, Yu intègre un groupe de pervers professionnels afin de vivre dans le péché. Malgré une vie de débauche, le jeune homme ne désespère pas de trouver l’âme soeur.","Action,Comédie,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,2,--",3h 57min,Love Exposure
Julien Duvivier,"Cinq ouvriers chômeurs parisiens, Jean, Charles, Raymond, Jacques et Mario, un étranger menacé d'expulsion, gagnent le gros lot de la loterie nationale. Jean a l'idée de placer cet argent en commun, dans l'achat d'un vieux lavoir de banlieue en ruine, qu'ils transformeront en riante guinguette...",Comédie dramatique,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",6 avril 2016,"4,2,--",1h 35min,La Belle équipe
Billy Wilder,"Un scénariste qui a du mal à percer, est embauché par une ancienne star du muet, disparu d’Hollywood, pour écrire un scénario.","Drame,Romance",https://fr.web.img6.acsta.net/c_310_420/pictures/16/07/19/16/56/511102.jpg,9 novembre 2016,"4,4,4,3",1h 50min,Boulevard du crépuscule
Georges Lautner,"Un pharmacien etrangle une femme dans un bois. Alors qu'un innocent est accuse, le coupable se retrouve juré au proces de son propre crime.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,2,--",1h 36min,Le Septieme Juré
Ernst Lubitsch,"Gaston et Lilly, deux escrocs tombés amoureux, décident de s’associer. Alors que l’Europe entière parle de leurs méfaits, ils jettent leur dévolu sur une nouvelle victime, la riche et belle Mariette Collet. Mais Gaston va vite tomber sous son charme…",Comédie,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",23 janvier 2019,"4,5,4,2",1h 23min,Haute pègre
Adam Elliot,"L'amitié entre une petite fille grassouillette de 8 ans et un homme de 44 ans, obèse, atteint de la maldie d'Asperger. Tous deux vivent respectivement à Melbourne et New York.","Animation,Comédie","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,3,4,2",1h 32min,Mary et Max.
 Kheiron,"D’un petit village du sud de l’Iran aux cités parisiennes, Kheiron nous raconte le destin hors du commun de ses parents Hibat et Fereshteh, éternels optimistes, dans une comédie aux airs de conte universel qui évoque l’amour familial, le don de soi et surtout l’idéal d’un vivre-ensemble.",Comédie dramatique,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,6,4,2",1h 42min,Nous trois ou rien
 Grand Corps Malade,"Se laver, s'habiller, marcher, jouer au basket, voici ce que Ben ne peut plus faire à son arrivée dans un centre de rééducation suite à un grave accident. Ses nouveaux amis sont tétras, paras, traumas crâniens.... ","Comédie,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,8,4,2",1h 52min,Patients
Geoffrey Enthoven,"Trois jeunes handicapés physiques d’une vingtaine d’années aiment le vin et les femmes, mais ils sont encore vierges. Sous prétexte d’une route des vins, ils embarquent pour un voyage en Espagne dans l’espoir d’avoir leur première expérience sexuelle.",Comédie dramatique,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,5,4,2",1h 53min,Hasta la vista
Pawo Choyning Dorji,"Un jeune instituteur du Bhoutan est envoyé dans la partie la plus reculée du pays. Loin de la ville, le quotidien est rude, mais la force spirituelle des habitants du village transformera son destin.","Aventure,Drame,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,5,4,2",1h 49min,L'école du bout du monde
None,"C.C. Baxter est employé à la Sauvegarde, grande compagnie d'assurance. Dans l'espoir d'un avancement il prête souvent son appartement à ses supérieurs qui y emmènent leurs petites amies. Un jour le chef du personnel le convoque et lui apprend qu'il sait tout...","Comédie dramatique,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",16 janvier 2019,"3,9,4,2",2h 05min,La Garçonnière
Alexander Korda,"Marseille – Le bar de la Marine – Marius est un jeune homme que la mer exalte. Il aime son père César, bourru et bonhomme, il aime aussi la petite Fanny qui vend des coquillages devant le bar de César. Depuis son enfance, l’envie de courir le monde l’enflamme. ","Comédie,Comédie dramatique,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",10 juillet 2019,"4,2,--",2h 10min,La Trilogie Marseillaise de Marcel Pagnol : Marius
Jim Sheridan,"En 1975, Gerry Conlon, jeune délinquant originaire de Belfast, est arrêté par la police londonienne qui l'accuse d'être l'instigateur des attentats terroristes à Guildford pour le compte de l'IRA.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,6,4,2",2h 13min,Au nom du père
Brad Bird,"La suite des aventures de la famille Indestructibles. Alors qu'Hélène (Elastic Girl) prend la tête de la mission ""sauver le monde"", Bob (Mr Indestructible) se retrouve en dehors de sa zone de confort à devoir gérer de manière chaotique les tâches de la vie quotidienne.","Aventure,Animation,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,2,4,2",1h 58min,Les Indestructibles 2
Pietro Germi,"Ferdinando Cefalu, un noble sicilien, est amoureux de sa jeune cousine, Angela. Mais il est marié à Rosalia, une femme insupportable, et le divorce est illégal en Italie... Plein de ressources, Ferdinando concocte donc un "" divorce à l'italienne "" : pousser sa femme dans les bras d'un amant.","Comédie,Drame,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",15 mai 2019,"4,0,4,3",1h 44min,Divorce à l'Italienne
Loveleen Tandan," Le récit pittoresque d'un jeune homme issu des bidonvilles de Mumbai en passe de gagner le jeu télévisé ""Qui veut gagner des millions"".","Comédie,Comédie dramatique,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"3,5,4,3",2h 00min,Slumdog Millionaire
Claude Barras,"Courgette n’a rien d’un légume, c’est un vaillant petit garçon. Il croit qu’il est seul au monde quand il perd sa mère. Mais c’est sans compter sur les rencontres qu’il va faire dans sa nouvelle vie au foyer pour enfants. ","Animation,Drame,Famille",https://fr.web.img6.acsta.net/c_310_420/pictures/16/08/01/14/52/230428.jpg,,"4,4,4,3",1h 06min,Ma Vie De Courgette
Tod Browning,"Alonzo, ""l'homme sans bras"" d'un cirque installé à Madrid, tire à la carabine et lance des poignards avec ses pieds sur Estrellita, sa jolie partenaire dont il est secrètement amoureux. Mais l'hercule Malabar convoite également la jeune fille...","Drame,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",19 juin 2002,"5,0,4,3",1h 05min,L'Inconnu
William Friedkin,"Quatre étrangers de nationalités différentes, chacun recherché dans son pays, s'associent pour conduire un chargement de nitroglycérine à travers la jungle sud-américaine… Un voyage au coeur des ténèbres…","Action,Aventure,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",15 juillet 2015,"4,2,--",2h 01min,Sorcerer
Peter Bogdanovich,"Kansas, dans les années 30, Moses Pray, escroc à la petite semaine, assiste à l’enterrement d’une ex-maîtresse et accepte d’emmener sa prétendue fille de 9 ans, Addie, chez une tante. Pendant leur trajet, leurs rapports sont tendus.",Comédie dramatique,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",25 septembre 2013,"5,0,4,3",1h 42min,La Barbe à papa
Mikhail Kalatozov,"Moscou, 1941. Veronika et Boris sont éperdument amoureux. Mais lorsque l’Allemagne envahit la Russie, Boris s’engage et part sur le front. Mark, son cousin, évite l’enrôlement et reste auprès de Veronika qu’il convoite...","Drame,Romance,Guerre","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",30 octobre 2019,"4,2,4,3",1h 37min,Quand passent les cigognes
Luigi Comencini,"Une américaine très riche est passionnée par les jeux de cartes. Son jeu préféré est le ""scopone scientifico"" auquel elle joue quand elle est en Italie. Là-bas, sa demeure surplombe un bidonville de Rome et madame se plaît à défier les pauvres gens au cours de parties où elle est sûre de remporter la mise...",Comédie,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",12 juillet 2006,"5,0,4,3",1h 58min,L'Argent de la vieille
Jean-Pierre Melville,"France 1942. Gerbier, ingénieur des Ponts et Chaussées est également l'un des chefs de la Résistance. Dénoncé et capturé, il est incarcéré dans un camp de prisonniers. Alors qu'il prépare son évasion, il est récupéré par la Gestapo...","Drame,Guerre","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",6 mai 2015,"4,5,4,3",2h 20min,L'Armée des Ombres
Frank Capra,"Ellie fuit son père millionnaire et décide de rallier New York. Elle rencontre Pete, un journaliste, dans le bus, qui comprend très vite qui elle est, son père ayant promis une récompense à qui la lui ramènerait...","Comédie,Romance",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/64/69/71/18798057.jpg,4 février 2015,"4,7,4,2",1h 45min,New York-Miami
John McTiernan,"Des terroristes investissent le siège social d'une multinationale à Los Angeles. Holly, l'ex-femme de John McClane, policier new-yorkais venu sur la côte Ouest pour Noël, est prise en otage. McLane, enfermé dans le bâtiment, passe à l'action...",Action,https://fr.web.img6.acsta.net/c_310_420/pictures/14/08/14/12/00/419467.jpg,3 septembre 2014,"3,6,4,2",2h 12min,Piège de cristal
Douglas Sirk,"Dans les années 1950, deux femmes, l’une blanche et l’autre noire, élèvent ensemble leurs filles. Mais lorsque celles-ci grandissent, des conflits vont conduire au drame...","Drame,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",7 août 2019,"4,3,4,3",2h 05min,Mirage de la vie
Vittorio De Sica,"Fonctionnaire à la retraite, Umberto ne parvient plus à subvenir à ses besoins. N’ayant pour seul refuge qu’une pension en piteux état, le vieil homme occupe ses journées à trouver de quoi manger avec pour seul compagnon son chien Flike. Lorsque sa propriétaire menace de l’expulser, Umberto n’a plus qu’à compter sur l’appui de Maria, la jeune femme de chambre qu’il a prise sous son aile...",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",17 novembre 2021,"4,5,4,3",1h 29min,Umberto D.
Mehmet Ada Öztekin,"Séparé de sa fille, un père avec un handicap mental doit prouver son innocence lorsqu’il est arrêté pour le meurtre d’une enfant.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",,"4,3,--",2h 12min,7. Koğuştaki Mucize
